Monthly_Income,Credit_History,Monthly_Repayment,Employment,Repay_Loan
2654.615,0.98,2109.146667,Employed,1
6257.3825,0.26,0,Unemployed,1
4690.440833,0.97,1225.444167,Self-Employed,1
3285.401667,0.43,1198.465,Self-Employed,1
4096.955,0.35,2066.134167,Employed,0
4864.575,0.05,0,Employed,1
4261.673333,0.05,3790.841667,Employed,0
4840.111667,0.69,2109.188333,Self-Employed,1
3015.825,0.46,1790.730833,Employed,1
4378.3675,0.23,2651.306667,Self-Employed,1
2399.523333,0.61,3619.711667,Employed,0
4027.634167,0.25,2392.289167,Employed,1
3036.7825,0.58,2457.344167,Employed,1
3247.254167,0.36,1775.575,Employed,1
5711.783333,0.82,1548.728333,Employed,1
5530.804167,0.82,1270.170833,Employed,1
4928.089167,0.48,978.24,Employed,1
2801.275833,0.35,1094.155,Self-Employed,1
3771.155833,0.36,541.2033333,Employed,1
5683.039167,0.81,1603.440833,Employed,1
4343.8125,0.33,262.7766667,Employed,1
7065.828333,0.21,1825.764167,Employed,1
4658.314167,0.08,1636.390833,Self-Employed,1
4406.728333,0.47,1789.1125,Employed,1
3780.270833,0.48,1231.556667,Self-Employed,1
4333.5925,0.84,4230.716667,Employed,0
3976.079167,0.22,2800.096667,Employed,1
5051.8025,0.38,629.5475,Employed,1
5362.544167,0.81,1860.723333,Employed,1
3184.18,0.82,1159.995,Employed,1
2502.625833,0.38,821.2666667,Self-Employed,1
1871.41,0.46,549.94,Employed,0
4801.655833,0.3,2026.8475,Employed,1
2787.458333,0.93,1098.85,Employed,1
1666.666667,0.12,2473.188333,Employed,0
4652.39,0.93,2494.818333,Employed,1
7282.915833,0.68,2811.595,Employed,1
4159.078333,0.53,956.3441667,Employed,1
5214.78,0.03,2062.805,Employed,1
4268.953333,0.48,2193.711667,Employed,1
4043.055,0.41,1271.518333,Self-Employed,1
5315.5125,0.16,1023.523333,Employed,1
3803.823333,0.66,3007.934167,Employed,1
4500.906667,0.97,1856.246667,Unemployed,1
4568.789167,0.56,2196.64,Employed,0
3331.553333,0.71,981.6033333,Employed,1
5406.72,0.07,650.5966667,Employed,1
3947.966667,0.42,1192.125,Employed,1
3221.985,0.12,1563.315833,Employed,1
4837.304167,0.61,779.8166667,Unemployed,1
3043.581667,0.94,1658.4625,Self-Employed,1
4201.893333,0.66,259.5791667,Self-Employed,1
4155.268333,0.08,733.2941667,Self-Employed,1
5524.035833,0.35,2225.759167,Employed,1
4760.039167,0.55,2169.825833,Employed,1
4135.383333,0.4,1340.1025,Self-Employed,1
5188.874167,0.83,818.53,Unemployed,1
5904.425833,0.81,810.4966667,Employed,1
4863.929167,0.61,1355.61,Unemployed,1
4179.6075,0.37,2203.765,Employed,1
2526.871667,0.26,2440.205,Employed,0
2835.275,0.11,1252.89,Employed,0
3785.135833,0.35,705.4233333,Employed,1
3404.776667,0.41,1889.87,Employed,1
3932.9525,0.68,980.3875,Employed,1
4237.479167,0.66,1234.789167,Employed,1
4828.7825,0.07,2771.063333,Employed,1
4078.543333,0.4,2355.929167,Employed,1
4774.793333,0.18,1798.311667,Unemployed,0
4247.26,0.16,606.7341667,Employed,1
1697.333333,0.83,1842.830833,Employed,1
2992.4975,0.04,2552.214167,Employed,1
3986.5575,0.42,1353.638333,Employed,1
2654.548333,0.17,2792.595,Self-Employed,0
4916.5775,0.88,2743.954167,Employed,1
6080.105,0.56,3053.110833,Self-Employed,1
5690.119167,0.23,1921.035833,Employed,1
3899.863333,0.5,2156.16,Employed,1
6030.074167,0.73,2845.155833,Employed,1
4352.500833,0.96,2039.495,Employed,1
3745.309167,0.22,1248.971667,Employed,1
3399.913333,0.89,1292.880833,Employed,1
3788.579167,0.93,1865.4625,Employed,1
3681.445833,0.92,591.1991667,Employed,1
4379.686667,0.64,1547.284167,Unemployed,1
4367.384167,0.63,2580.455833,Employed,1
4170.474167,0.4,0,Employed,1
4712.839167,0.75,2945.401667,Employed,1
5654.974167,0.53,2601.978333,Employed,1
5353.609167,0.68,1283.529167,Employed,1
2310.544167,0.43,2119.4925,Self-Employed,0
1666.666667,0.73,1669.29,Unemployed,1
5334.566667,0.82,2691.658333,Employed,1
2458.068333,0.15,2485.569167,Employed,0
3885.71,0.83,499.9408333,Employed,1
2704.025,0.54,2156.051667,Employed,1
1914.190833,0.84,1495.31,Employed,1
4843.495,0.43,1735.694167,Employed,1
5115.610833,0.38,1059.856667,Employed,1
3446.028333,0.92,3123.4475,Employed,0
1666.666667,0.25,2533.385,Employed,1
3483.860833,0.84,1050.190833,Employed,1
4656.421667,0.48,554.4908333,Employed,1
2318.0275,0.51,1345.2725,Employed,1
4395.866667,0.31,2028.7525,Self-Employed,1
4147.529167,0.57,1866.838333,Employed,1
4890.780833,0.33,2710.944167,Self-Employed,0
4316.1425,0.04,2324.933333,Employed,0
2950.330833,0.27,2474.640833,Employed,1
5662.380833,0.01,1939.045833,Employed,1
3968.505,0.98,508.9175,Employed,1
4132.535833,0.97,1503.584167,Unemployed,1
3000.081667,0.4,2550.075,Employed,0
3612.564167,0.73,1623.730833,Employed,1
3060.663333,0.35,2085.908333,Employed,1
3950.484167,0.67,1401.043333,Unemployed,1
6306.3025,0.81,808.49,Employed,1
2451.79,0.95,1563.88,Unemployed,1
2149.715,0.4,1924.205833,Unemployed,0
6005.629167,0.78,1120.26,Employed,1
3905.011667,0.27,1470.240833,Self-Employed,1
3330.325833,0.99,883.7808333,Unemployed,1
5466.5475,0.03,2599.370833,Employed,1
3409.6475,0.6,1421.286667,Employed,1
6449.179167,0.66,2877.296667,Employed,1
5014.074167,0.69,2940.623333,Employed,1
3556.7775,0.12,1599.128333,Employed,1
6863.301667,0.94,826.2925,Employed,1
3409.523333,0.18,0,Employed,1
5094.285833,0.62,439.9691667,Employed,1
4540.7825,0.22,521.8041667,Employed,1
5793.843333,0.31,2815.391667,Self-Employed,1
6118.555833,0.55,1763.1875,Self-Employed,1
4206.671667,0.42,1991.3375,Employed,1
3224.894167,0.16,0,Employed,1
4741.631667,0.17,668.3616667,Employed,1
3319.5225,0.42,2405.9,Unemployed,0
6683.400833,0.76,1905.645,Employed,1
4337.335833,0.9,1543.995833,Employed,1
3710.015,0.08,2137.368333,Unemployed,0
4397.516667,0.39,3029.831667,Unemployed,0
2482.759167,0.1,1482.465,Self-Employed,1
2952.149167,0.02,1724.475,Self-Employed,1
5667.184167,0.66,1827.164167,Employed,1
3345.549167,0.6,3660.091667,Employed,1
2858.028333,0.16,0,Employed,1
4837.4825,0.23,2236.019167,Employed,1
5648.796667,0.02,1570.998333,Self-Employed,1
5065.358333,0.83,2138.976667,Employed,1
5411.726667,0.97,1118.855833,Employed,1
3220.6725,0.14,1625.8625,Unemployed,0
2389.403333,0.23,2259.509167,Employed,0
6043.333333,0.87,4260.758333,Unemployed,0
3763.316667,0.93,2340.03,Unemployed,1
3853.125,0.42,959.945,Employed,1
5826.909167,0.05,1313.533333,Employed,1
4861.954167,0.04,1288.821667,Employed,1
4736.526667,0.57,170.2975,Employed,1
6872.92,0.39,1391.591667,Employed,1
3362.269167,0.03,2277.3575,Employed,1
5326.466667,0.58,604.8066667,Unemployed,1
4237.933333,0.01,2540.4025,Employed,0
4502.406667,0.79,2073.145833,Self-Employed,1
6077.2525,0.31,1054.805833,Employed,1
4801.461667,0.04,1548.725,Employed,1
4839.536667,0.59,2998.601667,Unemployed,1
5507.300833,0.4,2277.956667,Employed,1
3710.475833,0.97,1673.986667,Employed,1
3117.654167,0.54,1468.5975,Employed,1
2860.655,0.28,1730.5075,Self-Employed,1
1708.720833,0.71,1240.196667,Employed,1
6736.925833,0.27,0,Employed,1
2787.655833,0.9,3368.481667,Employed,0
3890.1,0.37,1796.104167,Unemployed,0
3820.65,0.55,1998.455833,Unemployed,1
4550.925,0.05,1618.41,Employed,1
5186.338333,0.43,1054.069167,Self-Employed,1
5242.258333,0.83,1511.73,Employed,1
3437.82,0.81,333.8375,Employed,1
3957.764167,0.22,3564.238333,Employed,0
4519.891667,0.23,637.9066667,Employed,1
3855.8025,0.82,806.695,Employed,1
6175.848333,0.93,1299.784167,Employed,1
4780.385,0.1,2740.063333,Employed,1
5085.264167,0.45,1678.7575,Self-Employed,1
4995.268333,0.34,636.5533333,Employed,1
5633.509167,0.87,2711.948333,Employed,1
4392.943333,0.08,2275.834167,Unemployed,1
2545.626667,0.21,2115.3625,Employed,1
4666.276667,0.75,2263.111667,Employed,1
3352.470833,0.05,3661.968333,Self-Employed,0
3505.895833,0.49,3487.579167,Employed,0
4899.621667,0.44,1094.404167,Employed,1
5714.520833,0.33,3019.904167,Employed,1
4193.255833,0.39,1985.973333,Self-Employed,1
4552.708333,0.53,2082.58,Employed,1
6294.435,0.16,256.4408333,Self-Employed,1
4467.608333,0.57,1524.678333,Employed,1
7418.770833,0.81,989.3133333,Employed,1
4873.553333,0.76,2356.715833,Self-Employed,1
1965.713333,0.15,2559.234167,Employed,0
5108.343333,0.15,0,Employed,1
4643.115,0.27,1648.304167,Employed,1
5778.8575,0.36,2601.551667,Self-Employed,0
5008.143333,0.41,1511.100833,Employed,1
3993.596667,0.68,2274.22,Employed,1
2636.294167,0.06,1959.304167,Employed,0
3905.3875,0.03,1951.383333,Unemployed,0
3103.515833,0.39,1440.570833,Employed,1
3441.0125,0.7,652.8491667,Employed,1
4902.39,0.19,732.0583333,Employed,1
6254.0475,0.64,2257.794167,Employed,1
4660.005833,0.26,1682.881667,Employed,1
2671.8125,0.89,1551.24,Employed,1
4722.42,0.9,1313.425,Employed,1
5662.455833,0.3,1412.3425,Self-Employed,1
3404.438333,0.23,2539.093333,Self-Employed,1
3999.145,0.41,1387.296667,Employed,1
4185.026667,0.24,549.1125,Self-Employed,1
3185.544167,0.67,2286.376667,Employed,1
4977.0175,0.83,1495.935833,Self-Employed,1
4015.481667,0.67,1692.83,Employed,1
4691.0825,0.82,3006.315,Employed,1
3057.301667,0.4,1649.5325,Unemployed,1
3619.844167,0.16,1907.653333,Self-Employed,1
5069.643333,0.74,684.2308333,Employed,1
3700.625,0.36,1483.609167,Employed,1
6325.371667,0.67,2174.605,Employed,1
3667.121667,0.27,370.5216667,Employed,1
4447.5225,0.08,1834.0375,Employed,1
5332.405,0.99,1750.659167,Employed,1
2393.709167,0.16,1701.0725,Self-Employed,1
1965.655833,0.99,2530.965833,Employed,0
2259.596667,0.98,1945.365833,Employed,0
5744.896667,0.79,2898.393333,Employed,1
3476.844167,0.66,838.675,Employed,1
7364.415833,0.58,1779.9375,Employed,1
3461.3575,0.87,1737.055833,Employed,1
4397.355833,0.29,775.6216667,Self-Employed,1
6094.304167,0.47,2463.579167,Self-Employed,1
6674.2825,0.62,3603.894167,Employed,1
6743.545833,0.41,1652.495,Employed,1
5677.124167,0.43,2087.5175,Employed,1
5446.745,0.33,1737.098333,Self-Employed,1
4907.325,0.56,1072.0125,Self-Employed,1
5139.618333,0.85,149.3666667,Employed,1
3477.684167,0.2,1078.5225,Employed,1
3143.918333,0.93,506.7016667,Self-Employed,1
4162.448333,0.69,3086.751667,Employed,1
3953.935833,0.82,1570.741667,Employed,1
3600.131667,0.56,1378.400833,Unemployed,1
5037.150833,0.78,2407.628333,Self-Employed,1
5360.798333,0.02,731.8741667,Employed,1
4277.175,0.82,1027.613333,Employed,1
6013.579167,0.04,1723.393333,Employed,1
2739.555,0.89,2523.974167,Employed,1
3924.5925,0.99,2084.7375,Employed,1
3270.639167,0.29,1873.604167,Employed,1
1833.495833,0.21,1731.765,Self-Employed,0
4063.315833,0.77,2000.196667,Self-Employed,1
4014.4825,0.25,1834.710833,Employed,0
6058.479167,0.87,808.3566667,Employed,1
4955.181667,0.1,1705.065833,Employed,1
2886.433333,0.13,771.9258333,Employed,1
6484.2825,0.98,1734.235833,Employed,1
5692.959167,0.67,1266.126667,Employed,1
4894.289167,0.85,3782.818333,Self-Employed,1
3883.561667,0.32,1633.421667,Employed,1
2967.3675,0.68,496.4666667,Unemployed,1
3701.408333,0.59,1554.85,Unemployed,1
5527.6025,0.6,2099.465833,Employed,1
6522.399167,0.68,3061.136667,Employed,1
6095.720833,0.58,1175.456667,Unemployed,1
3555.605,0.43,347.9766667,Unemployed,1
2767.145,0.28,2347.364167,Employed,1
4342.774167,0.77,516.1675,Employed,1
1956.1175,0.23,1303.204167,Employed,1
4570.626667,0.69,1451.983333,Unemployed,1
3982.163333,0.23,1608.639167,Employed,1
3584.120833,0.63,2240.97,Employed,1
2173.2875,0.75,1096.971667,Self-Employed,1
4808.666667,0.22,1438.559167,Employed,1
3500.790833,0.06,1654.775,Employed,1
2704.270833,0.13,1791.331667,Employed,0
1666.666667,0.61,1748.189167,Self-Employed,1
4132.273333,0.85,2030.005,Employed,1
6381.980833,0.04,2369.866667,Employed,1
6243.240833,0.73,1993.861667,Employed,1
3595.296667,0.34,2044.655,Employed,1
3413.901667,0.48,348.1475,Employed,1
4752.634167,0.93,1708.523333,Employed,1
2918.685,0.33,2066.256667,Employed,1
4543.906667,0.47,2274.1175,Self-Employed,0
5124.266667,0.01,1089.7075,Self-Employed,1
5700.333333,0.08,1117.4675,Employed,1
4041.474167,0.26,1188.249167,Employed,1
3912.074167,0.03,2113.678333,Employed,1
3069.188333,0.63,2528.234167,Self-Employed,0
3133.065833,0.43,1327.116667,Employed,1
3883.568333,0.55,2423.301667,Employed,1
4625.873333,0.17,1769.566667,Employed,0
5308.6475,0.3,1563.095,Employed,1
3162.693333,0.66,1490.513333,Employed,1
6032.5275,0.97,2288.8425,Employed,1
3827.7625,0.05,1937.981667,Employed,0
4139.9575,0.89,3563.1875,Self-Employed,1
3232.651667,0.58,956.4791667,Employed,1
1666.666667,0.56,2098.418333,Employed,1
5271.723333,0.5,1225.665833,Employed,1
5087.721667,0.07,942.2608333,Employed,1
3815.0075,0.09,1657.610833,Employed,1
4250.405,0.6,1781.126667,Employed,1
4811.590833,0.34,4098.478333,Employed,1
2213.484167,0.92,1513.211667,Employed,1
3505.350833,0.41,724.8508333,Employed,1
5159.4975,0.14,1894.175833,Employed,1
2598.805,0.71,0,Self-Employed,1
4533.614167,0.29,1590.035833,Employed,1
2470.939167,0.53,1680.020833,Employed,1
4749.704167,0.7,2328.833333,Employed,1
4122.115,0.9,2478.018333,Employed,1
2147.751667,0.79,1247.025,Employed,1
5622.590833,0.68,1541.155,Employed,1
3248.4275,0.68,1028.2325,Self-Employed,1
3153.850833,0.95,726.6141667,Employed,1
4417.378333,0.3,1924.9125,Employed,1
5602.463333,0,605.345,Self-Employed,1
2896.889167,0.27,1321.144167,Unemployed,0
4243.766667,0.22,837.355,Employed,1
4702.6875,0.66,2124.735833,Employed,1
5033.048333,0.63,3167.858333,Employed,1
4387.218333,0.59,582.01,Employed,1
3707.881667,0.02,122.485,Employed,1
3132.179167,0.73,1562.594167,Employed,1
4274.346667,0.32,1679.748333,Self-Employed,1
2826.4925,0.67,1848.8825,Employed,1
1666.666667,0.56,1294.7325,Employed,1
4712.366667,0.34,1499.4675,Employed,1
5296.585,0.13,1972.925,Self-Employed,0
1666.666667,0.09,2533.6925,Employed,0
2904.503333,0.83,37.45916667,Employed,1
4940.609167,0.92,1359.2175,Employed,1
6738.535833,0.65,1844.840833,Employed,1
4192.659167,0.1,901.6866667,Employed,1
3256.663333,0.4,3109.308333,Employed,0
3938.045833,0.73,1137.158333,Employed,1
5885.2625,0.78,1632.255833,Employed,1
3359.211667,0.12,2130.018333,Employed,0
3167.676667,0,1173.929167,Employed,1
3563.2375,0.71,127.8558333,Employed,1
2975.005833,0.36,1309.454167,Employed,1
4320.004167,0.25,2524.534167,Employed,0
6197.515,0.01,1385.920833,Employed,1
4570.515833,0.54,961.305,Unemployed,1
3851.225,0.85,2438.06,Employed,1
3801.9025,0.96,1391.020833,Employed,1
2212.678333,0.57,1241.5325,Employed,1
5270.554167,0.51,1791.213333,Unemployed,1
4069.37,0.09,2308.958333,Self-Employed,1
3941.066667,0.55,3651.428333,Employed,0
8158.050833,0.38,2356.03,Employed,1
4540.1075,0.61,2633.2,Employed,1
3226.9275,0.39,1245.028333,Employed,1
3633.72,0.24,811.7766667,Self-Employed,1
5602.224167,0.09,1718.609167,Employed,1
4308.255,0.31,1755.975,Employed,1
2368.819167,0.1,767.9058333,Self-Employed,1
5315.7025,0.18,1520.5875,Self-Employed,1
3331.486667,0.99,1999.431667,Employed,1
6508.289167,0.44,1966.994167,Employed,1
5516.726667,0.53,2086.906667,Employed,1
3607.514167,0.87,1909.1375,Self-Employed,0
5767.9375,1,1244.159167,Self-Employed,1
4251.485833,0.58,1238.415833,Employed,1
5232.634167,0.81,667.5408333,Employed,1
4772.5825,0.33,3153.979167,Self-Employed,0
3108.720833,0.31,1677.875,Employed,1
3362.229167,0.4,1479.289167,Employed,1
5454.1175,0.67,892.6733333,Self-Employed,1
3748.1975,0.68,4113.048333,Employed,0
3662.105833,0.32,772.2266667,Employed,1
2972.763333,0.13,1309.293333,Self-Employed,1
4696.165833,0.63,2013.1975,Self-Employed,1
6744.8225,0.13,2166.844167,Employed,1
2832.250833,0.58,2464.943333,Employed,1
4196.940833,0.69,3173.0075,Employed,1
5931.9425,0.7,2088.465,Employed,1
4067.115,0.75,786.6408333,Employed,1
4732.131667,0.87,1452.545833,Self-Employed,1
2838.675,0.5,1923.193333,Employed,1
4702.050833,0.73,3390.188333,Employed,1
3932.736667,0.62,501.8291667,Employed,1
5398.829167,0.19,2668.814167,Unemployed,0
5650.899167,0.03,1816.595,Employed,1
7403.620833,0.28,2364.859167,Employed,1
4891.208333,0.44,1581.670833,Employed,1
4573.911667,0.62,964.6391667,Employed,1
4409.646667,0.85,2292.394167,Employed,1
3725.209167,0.2,2212.025833,Employed,0
4589.771667,0.13,2476.714167,Employed,1
3797.415,0.96,1655.579167,Employed,1
4377.2425,0.11,1166.815,Employed,1
5813.663333,0.48,367.6775,Employed,1
2908.488333,0.59,2349.4775,Employed,0
5591.515,0.54,2019.9075,Employed,1
5813.060833,0.09,861.8475,Employed,1
4019.080833,0.06,1217.855,Employed,1
1666.666667,0.11,1277.700833,Employed,1
3406.889167,0.59,430.8466667,Employed,1
5787.91,0.54,985.265,Employed,1
4138.081667,0.23,721.8083333,Employed,1
2917.539167,0.64,1322.934167,Unemployed,1
3535.698333,0.82,1051.085833,Self-Employed,1
5217.441667,0.04,310.8291667,Employed,1
4850.083333,0.5,3352.158333,Employed,0
3868.001667,0.69,2710.450833,Employed,1
3708.135833,0.25,1017.484167,Employed,1
3676.969167,0.31,1893.684167,Employed,1
3013.654167,0.61,2014.554167,Employed,1
6185.886667,0.9,2659.238333,Employed,1
3763.765833,0.81,984.4958333,Self-Employed,1
5688.115,0.58,2576.755833,Employed,1
6068.311667,0.73,1210.079167,Self-Employed,1
5414.555,0.36,553.4483333,Self-Employed,1
3627.141667,0.64,2270.114167,Employed,1
4671.329167,0.47,2742.298333,Employed,1
4136.4225,0.19,3823.2575,Employed,0
3037.039167,0.7,666.8958333,Employed,1
4572.115833,0.56,2249.1,Employed,1
2692.866667,0.36,1325.165833,Employed,1
5651.265833,0.91,2319.465833,Employed,1
3585.895,0.02,441.2583333,Unemployed,1
4418.115833,0.32,614.3583333,Employed,1
4520.776667,0.06,1020.104167,Unemployed,1
3843.035833,0.77,1732.47,Employed,1
4900.034167,0.7,1132.4325,Self-Employed,1
3573.0375,0.33,2215.878333,Employed,1
5255.788333,0.68,2522.4125,Employed,1
2484.191667,0.4,2166.315,Self-Employed,0
4324.640833,0.76,3015.656667,Employed,0
6590.3275,0.45,2013.189167,Employed,1
2916.2525,0.41,652.5858333,Employed,1
3319.485833,0.93,2802.814167,Employed,1
4809.051667,0.25,1162.37,Employed,1
4391.144167,0.12,2425.348333,Self-Employed,1
4604.954167,0.58,2978.111667,Employed,1
4778.150833,0.97,2047.24,Employed,1
4960.068333,0.38,419.8675,Self-Employed,1
5553.791667,0.06,901.49,Employed,1
4678.94,0.34,2768.953333,Employed,0
3865.095,0.51,1525.730833,Self-Employed,1
5007.384167,0.16,1732.978333,Employed,1
6541.519167,0.66,2299.02,Employed,1
4000.874167,1,2246.935833,Employed,1
2948.505,0.45,1899,Employed,1
5550.5175,0.35,1492.776667,Employed,1
4016.19,0.4,1406.11,Employed,1
1666.666667,0.12,2381.5825,Self-Employed,0
5225.944167,0.88,2127.975,Employed,1
3497.506667,0.41,1452.25,Employed,1
4053.5,0.39,2568.426667,Unemployed,1
4581.641667,0.66,1559.138333,Employed,1
4404.791667,0.44,956.9483333,Self-Employed,1
5053.481667,0.65,1034.190833,Employed,1
3622.308333,0.06,851.0491667,Self-Employed,1
4808.049167,0.81,1439.658333,Employed,1
3842.233333,0.94,2694.77,Employed,1
5090.18,0.65,995.7541667,Employed,1
4935.875833,0.95,1823.73,Employed,1
2997.368333,0.15,1119.425833,Self-Employed,1
5524.144167,0.48,1449.7425,Employed,1
3496.7125,0.6,408.2991667,Employed,1
5176.739167,0.58,1482.885,Self-Employed,1
4625.775833,0.4,1505.245833,Employed,1
6464.396667,0.34,2116.906667,Employed,1
3887.334167,0.13,1852.734167,Employed,1
3730.020833,0.39,668.0066667,Employed,1
4142.3925,0.16,2570.165,Employed,1
3787.691667,0.73,1841.919167,Unemployed,1
5166.594167,0.21,1831.995,Employed,1
2146.278333,0.06,1659.015,Employed,0
2849.563333,0.55,1235.2025,Self-Employed,1
2831.913333,0.6,1848.168333,Employed,1
5354.550833,0.87,2062.99,Employed,1
6304.933333,0.58,210.92,Employed,1
4036.105,0.35,1217.699167,Employed,1
3955.639167,0.8,1454.210833,Employed,1
4254.231667,0.54,1880.1425,Employed,1
5619.014167,0.08,2661.0925,Employed,1
3007.475,0.57,1023.549167,Self-Employed,1
4464.6275,0.91,1251.698333,Employed,1
5385.663333,0.4,1239.555,Unemployed,1
4793.034167,0.3,998.7266667,Employed,1
4403.643333,0.14,1377.345,Employed,1
5417.974167,0.15,2309.001667,Employed,1
1666.666667,0.43,788.4708333,Unemployed,0
5014.010833,0.6,2023.178333,Employed,1
3349.071667,0.08,248.415,Employed,1
1878.375833,0.94,1198.885,Self-Employed,1
4805.67,0.76,1392.0925,Employed,1
5883.74,0.59,3062.383333,Self-Employed,1
3994.855833,0.83,1437.665,Employed,1
5357.76,0.08,0,Self-Employed,1
6182.014167,0.48,0.925833333,Unemployed,1
5810.31,0.63,1695.025,Employed,1
6216.6225,0.83,2178.1425,Employed,1
5094.325833,0.78,1979.546667,Employed,1
4260.958333,0.28,1806.308333,Unemployed,1
2164.209167,0.94,2635.216667,Employed,1
3859.088333,0.12,1217.0075,Employed,1
3112.608333,0.88,2412.425833,Employed,1
6880.345,0.97,306.6541667,Employed,1
3946.809167,0.18,912.5433333,Employed,1
4320.6725,0.72,160.7991667,Employed,1
4856.023333,0.04,1437.629167,Employed,1
4221.17,0.41,1628.115833,Employed,1
6285.480833,0.52,1761.750833,Employed,1
3388.355,0.58,1718.235833,Employed,0
4409.925833,0.94,893.7058333,Self-Employed,1
3238.578333,0.67,1508.1325,Self-Employed,1
2516.638333,0.48,418.7941667,Employed,1
3401.955,0.81,2802.690833,Employed,1
4120.370833,0.95,1413.645,Employed,1
3630.039167,0.02,1259.261667,Employed,1
3301.140833,0.98,2990.783333,Employed,0
2408.77,0.09,631.4608333,Employed,1
4062.785,0.81,728.6775,Employed,1
2285.765833,0.28,753.15,Unemployed,1
5116.736667,0.13,1610.1075,Employed,1
4269.716667,0.44,2026.36,Employed,1
2344.7275,0.64,2283.0625,Employed,1
3780.155,0.38,3809.995833,Unemployed,0
3226.470833,0.05,0,Employed,1
4565.635,0.6,2173.946667,Employed,1
5842.23,0.9,1202.390833,Employed,1
1822.700833,0.38,1177.9875,Employed,1
4310.449167,0.22,1150.19,Employed,1
3966.500833,0.44,909.3583333,Employed,1
5005.841667,0.05,3070.4375,Employed,0
4433.1625,0.82,2368.580833,Employed,1
3226.705,0.83,1685.996667,Employed,1
3767.849167,0.59,2792.513333,Self-Employed,1
3171.634167,0.35,406.2258333,Employed,1
5511.675833,0.8,557.7458333,Self-Employed,1
4193.305833,0.55,0,Employed,1
6543.155,0.83,1083.820833,Employed,1
4090.840833,0.63,1801.415833,Employed,1
3281.158333,0.78,1752.3825,Employed,1
2274.523333,0.6,1791.118333,Self-Employed,1
1912.741667,0.41,490.7858333,Unemployed,0
2186.496667,0.96,2335.9625,Employed,1
4500.575,0.54,1866.356667,Employed,1
4802.573333,0.61,2277.545,Employed,1
2190.178333,0.22,89.365,Employed,1
5285.464167,0.63,1926.2425,Employed,1
3562.84,0.57,676.8625,Employed,1
4350.158333,0.18,1335.564167,Unemployed,1
6181.9425,0.06,2111.970833,Employed,1
5287.715833,0.6,1742.578333,Unemployed,1
3831.003333,0.76,957.05,Self-Employed,1
3052.676667,0.52,1671.894167,Self-Employed,1
1666.666667,0.23,390.3875,Employed,1
3267.725,0.67,2625.2225,Employed,1
3902.754167,0.08,1495.596667,Employed,1
2932.6925,0.44,2598.791667,Employed,0
4002.595833,0.16,1227.89,Employed,1
4262.731667,0.18,1230.353333,Unemployed,1
3885.596667,0.2,1029.844167,Self-Employed,1
3354.163333,0.39,2396.811667,Self-Employed,1
4377.485,0.05,1075.474167,Self-Employed,1
4719.0925,0.4,2203.829167,Employed,1
2803.6675,0.51,1347.956667,Employed,1
5930.3325,0.48,20.03083333,Employed,1
4043.431667,0.38,1191.405,Employed,1
4190.228333,0.84,684.0766667,Self-Employed,1
5051.935,0.15,1694.919167,Employed,1
4458.186667,0.51,674.66,Employed,1
5358.0875,0.06,2438.3125,Employed,1
4525.571667,0.07,1590.77,Employed,1
3401.12,0.57,1518.67,Employed,1
4618.545833,0.57,2213.243333,Self-Employed,1
2737.009167,0.88,2469.9225,Employed,0
4302.366667,0.56,1649.9175,Employed,1
4125.129167,0.96,1024,Employed,1
3906.520833,0.05,188.3583333,Employed,1
4005.995,0.1,1094.958333,Employed,1
1814.355,0.04,1152.323333,Unemployed,1
3480.760833,0.19,1755.880833,Employed,0
4282.7225,0.54,1379.044167,Employed,1
4366.4875,0.65,2239.944167,Employed,1
2882.0725,0.05,1155.8475,Employed,1
5748.801667,0.95,1619.1325,Employed,1
3083.948333,0.84,2653.3225,Employed,1
5378.488333,0.3,1951.520833,Employed,1
4700.66,0.08,1616.635,Self-Employed,1
3358.8825,0.17,1165.046667,Employed,1
6385.805,0.13,1138.974167,Employed,1
2674.620833,0.12,957.8225,Employed,1
5315.609167,0.52,1215.8275,Employed,1
5417.394167,0.25,2296.388333,Self-Employed,1
3328.391667,0.36,1481.76,Unemployed,1
5907.248333,0.99,541.8558333,Employed,1
3854.108333,0.68,3140.140833,Self-Employed,1
4527.533333,0.95,1933.304167,Self-Employed,1
4492.069167,0.14,494.2141667,Unemployed,1
3998.780833,0.38,1298.459167,Employed,1
5180.176667,0.55,1759.071667,Employed,0
5158.5275,0.08,3087.16,Employed,1
1981.001667,0,743.24,Self-Employed,0
5797.091667,0.67,2480.034167,Employed,1
2088.551667,0.64,2832.905,Employed,0
5457.349167,0.41,1142.788333,Employed,1
5575.048333,0.49,1435.405,Employed,1
2802.958333,0.42,803.0758333,Employed,1
3653.149167,0.02,1497.115833,Self-Employed,1
2784.535833,0.34,1636.175,Employed,1
3898.015,0.18,2216.375,Self-Employed,0
3781.624167,0.1,2575.1525,Employed,0
5141.2425,0.96,1043.253333,Employed,1
5804.5525,0.6,27.22916667,Employed,1
5911.271667,0.73,1648.9625,Employed,1
3463.956667,0.32,1911.281667,Employed,0
3905.139167,0.39,1874.515,Employed,1
2062.369167,0.24,1394.439167,Employed,1
3159.329167,0.1,1770.626667,Self-Employed,1
5372.730833,0.18,2929.5375,Employed,1
6186.145,0.8,1984.778333,Employed,1
2623.730833,0.68,1355.526667,Employed,1
3426.086667,0.55,1249.835,Employed,1
