Age,Gender,Monthly_Income,Credit_History,Monthly_Repayment,Employment,Loan_Status
46,Female,4758.9575,8,1815.3975,Employed,1
49,Female,4987.358333,3,438.2233333,Self-Employed,1
42,Female,2948.314167,0,1178.393333,Employed,1
54,Male,5150.5225,3,1940.9225,Self-Employed,1
45,Male,5614.910833,8,2710.7025,Self-Employed,1
40,Male,3140.814167,5,1293.145833,Unemployed,1
19,Male,5370.886667,4,1089.791667,Employed,1
71,Female,4682.6425,4,25.8975,Unemployed,1
48,Female,5194.241667,0,1752.865,Employed,1
37,Female,6537.6575,3,3368.396667,Employed,1
40,Female,3859.931667,7,1897.798333,Employed,1
56,Female,3224.496667,10,1648.100833,Employed,1
58,Male,3054.773333,9,1935.068333,Self-Employed,1
43,Female,3146.904167,0,1657.423333,Employed,1
25,Male,4070.289167,9,989.155,Employed,1
53,Male,4593.106667,8,2352.733333,Employed,1
26,Female,4512.53,8,1854.801667,Employed,1
32,Female,5200.645833,5,1681.344167,Employed,1
46,Male,4182.919167,4,853.8616667,Self-Employed,1
26,Male,5983.584167,3,2752.923333,Employed,1
42,Female,3835.845833,1,2220.585833,Employed,1
56,Female,7566.878333,2,1205.899167,Employed,1
44,Male,4948.750833,3,2501.520833,Employed,1
27,Female,3095.22,5,1252.024167,Employed,1
55,Female,2828.050833,8,1014.9975,Employed,1
54,Male,4769.7575,5,1033.580833,Unemployed,1
43,Female,3887.338333,1,190.7758333,Employed,1
52,Male,5059.1675,10,2059.618333,Employed,1
27,Female,4758.213333,9,140.7125,Employed,1
26,Female,4075.630833,8,642.9633333,Self-Employed,1
32,Male,3108.174167,10,0,Employed,1
46,Female,2273.1075,5,1594.941667,Employed,1
56,Female,3608.523333,10,1541.4,Self-Employed,1
56,Female,5237.165,1,1394.42,Employed,1
22,Male,4434.284167,4,797.8516667,Employed,1
26,Male,2609.493333,2,689.805,Employed,1
33,Male,4383.1425,2,2053.641667,Employed,1
43,Male,4648.313333,1,1207.873333,Employed,1
26,Female,3061.845,6,1930.298333,Employed,1
37,Male,4358.823333,8,928.9591667,Employed,1
38,Male,4239.4275,6,1817.5525,Employed,1
36,Female,4613.900833,8,2155.138333,Unemployed,1
44,Female,4867.6475,6,1322.988333,Self-Employed,1
30,Female,5520.480833,4,1880.999167,Self-Employed,1
56,Female,5483.919167,7,1466.1125,Employed,1
35,Female,2444.58,3,1673.233333,Employed,1
46,Male,2994.385,4,1395.324167,Employed,1
52,Female,4810.460833,9,1529.720833,Employed,1
32,Female,4810.476667,5,838.8675,Employed,1
40,Female,8982.580833,9,820.1008333,Employed,1
41,Female,4880.28,7,509.5475,Employed,1
45,Female,5586.123333,1,333.1075,Employed,1
72,Male,5359.169167,2,652.2641667,Employed,1
25,Female,4980.905833,0,1799.5525,Employed,1
35,Female,3772.58,6,922.6766667,Employed,1
50,Male,5115.378333,5,2094.678333,Self-Employed,1
26,Female,3200.635,1,1695.595,Employed,1
20,Male,3870.643333,10,26.24666667,Unemployed,1
27,Male,3559.9625,5,2212.48,Self-Employed,1
43,Male,4269.009167,2,2342.3325,Employed,1
39,Female,7059.99,5,838.4475,Self-Employed,1
30,Male,1832.585,7,2016.826667,Employed,1
61,Male,5024.491667,1,952.9183333,Unemployed,1
38,Female,2150.771667,3,1748.058333,Employed,1
23,Female,3576.751667,8,612.9183333,Employed,1
43,Male,5527.855,5,172.4116667,Employed,1
47,Male,4247.016667,6,1347.6525,Employed,1
37,Female,3272.536667,0,1335.266667,Employed,1
34,Female,5016.164167,2,679.9741667,Employed,1
55,Male,3253.708333,5,1333.4175,Employed,1
36,Male,4223.631667,1,1629.255833,Employed,1
28,Female,3352.165833,8,1818.750833,Employed,1
58,Female,6846.596667,10,1108.2375,Employed,1
44,Male,4959.065833,8,2643.098333,Self-Employed,1
26,Female,1666.666667,9,686.5225,Employed,1
49,Male,3339.433333,10,2651.575833,Employed,1
44,Male,5232.208333,2,2067.423333,Self-Employed,1
40,Male,3176.015833,10,1497.896667,Employed,1
40,Female,4023.245833,10,1226.419167,Employed,1
34,Male,4797.900833,7,2530.073333,Employed,1
29,Female,5248.860833,10,480.8541667,Self-Employed,1
59,Male,2666.295833,6,858.23,Unemployed,1
46,Female,3748.54,3,1335.368333,Employed,1
45,Female,3572.985,4,2698.045,Employed,1
30,Female,3350.005,6,1983.14,Employed,1
51,Male,6373.484167,1,859.9616667,Employed,1
48,Female,4672.894167,6,1408.076667,Employed,1
43,Female,2590.561667,10,1154.730833,Employed,1
29,Male,5313.994167,2,1075.175833,Employed,1
50,Female,6819.361667,8,2482.408333,Unemployed,1
38,Female,5457.248333,9,523.5475,Employed,1
33,Male,2267.454167,9,3007.3175,Employed,1
41,Female,3561.374167,10,2356.858333,Employed,1
52,Male,5750.305833,5,2575.718333,Employed,1
26,Female,4721.440833,8,1541.715833,Employed,1
64,Male,5134.959167,2,472.3733333,Employed,1
30,Male,3008.003333,5,1229.448333,Self-Employed,1
41,Male,2886.1825,6,744.0358333,Employed,1
34,Female,3850.956667,7,1362.078333,Employed,1
54,Female,2606.9375,2,1540.584167,Employed,1
58,Male,6207.180833,6,503.5091667,Employed,1
37,Female,3616.610833,5,1063.341667,Unemployed,1
41,Female,4330.0925,0,1503.841667,Unemployed,1
49,Female,5968.258333,0,1290.0425,Employed,1
57,Female,2371.839167,4,1008.884167,Self-Employed,1
52,Male,5620.621667,9,1660.795833,Self-Employed,1
45,Male,4179.458333,2,1486.991667,Employed,1
58,Female,2939.780833,6,1356.785,Employed,1
22,Male,4744.295833,2,1059.615,Self-Employed,1
49,Female,4415.491667,3,1932.9375,Employed,1
44,Female,3416.395833,9,3044.680833,Employed,1
42,Female,4253.919167,7,1783.239167,Employed,1
46,Female,3685.025,1,2496.765,Employed,1
22,Male,4308.563333,4,508.1483333,Employed,1
46,Female,4994.33,0,1798.134167,Unemployed,1
40,Male,6149.1875,5,752.1933333,Employed,1
55,Female,2619.3975,7,435.8958333,Employed,1
56,Male,6832.958333,1,1050.524167,Employed,1
56,Female,3976.935,4,2458.346667,Employed,1
46,Male,4902.063333,9,1869.170833,Employed,1
33,Male,4517.906667,10,389.4158333,Employed,1
38,Male,3388.2925,0,1503.099167,Employed,1
36,Male,3906.514167,8,1918.083333,Employed,1
55,Female,3550.415833,4,1812.946667,Employed,1
34,Male,3429.960833,4,130.1716667,Employed,1
27,Male,5228.669167,8,924.735,Employed,1
34,Male,4612.935833,9,1613.268333,Unemployed,1
48,Male,3300.53,10,2113.575833,Employed,1
30,Female,5291.166667,6,0,Employed,1
46,Male,4550.790833,4,1531.563333,Employed,1
56,Female,5182.744167,8,1785.874167,Employed,1
37,Male,3130.4225,6,2244.048333,Employed,1
37,Male,3466.44,4,2152.1425,Employed,1
20,Female,5100.783333,7,1000.049167,Employed,1
50,Male,4929.629167,2,76.665,Employed,1
25,Male,4140.54,2,1339.1225,Self-Employed,1
30,Male,4313.325833,9,2501.36,Employed,1
49,Male,5763.7475,1,2827.879167,Employed,1
49,Male,3427.2025,5,2258.790833,Employed,1
55,Female,4850.538333,2,2024.450833,Employed,1
37,Male,3913.925833,0,1983.033333,Self-Employed,1
53,Female,3894.565,0,1203.234167,Employed,1
36,Female,5540.1375,2,1558.283333,Employed,1
57,Male,5198.4375,9,3057.558333,Employed,1
52,Male,5183.553333,3,881.2016667,Employed,1
49,Female,5798.515,10,3012.315833,Employed,1
37,Female,4192.921667,6,1398.31,Employed,1
41,Female,5019.1075,4,2771.193333,Employed,1
52,Female,3778.833333,6,494.3208333,Employed,1
53,Female,4571.875,5,2154.92,Employed,1
58,Male,4003.9875,8,1052.691667,Unemployed,1
72,Male,4287.911667,3,487.2775,Employed,1
38,Female,4910.613333,4,1848.778333,Employed,1
55,Female,3143.890833,9,2507.893333,Employed,1
33,Male,6782.150833,10,962.5491667,Employed,1
33,Male,2909.145,9,417.4866667,Employed,1
56,Female,2648.930833,4,1590.129167,Self-Employed,1
25,Male,5614.305,8,1593.804167,Employed,1
50,Female,5156.245,5,2123.6,Employed,1
48,Male,4946.816667,5,2457.995833,Employed,1
35,Male,4952.098333,2,1617.154167,Employed,1
53,Female,3045.098333,2,1853.529167,Self-Employed,1
52,Male,4261.4225,3,1377.9775,Employed,1
36,Male,3320.214167,9,323.6941667,Employed,1
38,Male,5385.566667,2,1447.783333,Employed,1
46,Female,3982.845,1,1386.344167,Employed,1
45,Male,3134.795,1,2466.920833,Employed,1
57,Female,3764.934167,9,2052.07,Employed,1
49,Male,4682.830833,5,683.8591667,Employed,1
27,Male,3462.010833,4,1810.211667,Employed,1
36,Female,3138.890833,8,2226.275833,Employed,1
56,Female,4471.275833,8,2940.025833,Employed,1
48,Male,4472.875,3,2406.253333,Employed,1
51,Male,3532.9875,7,2300.705833,Employed,1
36,Female,3577.869167,8,1716.738333,Employed,1
40,Female,4456.729167,7,1990.26,Employed,1
38,Male,2407.336667,9,556.0191667,Self-Employed,1
59,Female,3268.611667,5,1375.4675,Employed,1
22,Female,3899.8575,3,1022.859167,Employed,1
55,Male,4555.300833,4,1982.6275,Employed,1
47,Female,6010.861667,0,2691.851667,Employed,1
52,Female,5238.740833,1,1169.188333,Employed,1
55,Male,3966.743333,8,0,Employed,1
55,Male,4142.896667,0,1323.149167,Employed,1
55,Female,4143.525,5,2114.691667,Employed,1
52,Female,3805.843333,1,2023.488333,Self-Employed,1
57,Female,4570.065,10,1433.339167,Employed,1
36,Male,3132.628333,2,600.8075,Employed,1
25,Male,4815.85,3,2096.078333,Employed,1
54,Female,6082.59,3,971.4316667,Employed,1
52,Male,4668.806667,0,2142.089167,Employed,1
62,Male,5029.346667,7,1182.793333,Employed,1
41,Female,3665.140833,10,1157.179167,Employed,1
51,Female,4446.7825,2,1589.213333,Self-Employed,1
35,Female,4182.4075,7,1467.081667,Unemployed,1
48,Female,4288.761667,7,2597.361667,Employed,1
52,Male,3200.404167,9,1822.013333,Employed,1
36,Male,4197.304167,4,1056.973333,Employed,1
32,Female,5980.595833,3,1707.756667,Employed,1
41,Male,5365.755,7,2307.366667,Employed,1
40,Male,6858.145,8,1159.810833,Unemployed,1
56,Female,3207.4825,2,1969.263333,Employed,1
31,Female,5257.0675,4,1925.925,Employed,1
39,Male,4395.844167,9,91.95916667,Employed,1
25,Female,6903.92,8,3346.0625,Self-Employed,1
49,Male,3117.014167,8,1335.670833,Employed,1
18,Male,3417.425833,4,748.1083333,Employed,1
40,Female,3509.4725,7,1738.915,Employed,1
30,Male,3217.750833,1,1963.0575,Self-Employed,1
28,Male,4354.659167,5,1826.314167,Employed,1
44,Male,4593.861667,7,2088.534167,Employed,1
36,Male,6511.88,2,2872.755,Employed,1
25,Male,5354.696667,8,2140.085833,Employed,1
51,Female,3445.5375,6,791.9541667,Employed,1
38,Female,3043.648333,10,2802.135833,Self-Employed,1
49,Male,6455.99,6,730.4216667,Employed,1
28,Female,5640.966667,3,1869.068333,Employed,1
47,Male,3580.1975,7,0,Employed,1
42,Male,5859.0075,1,1209.833333,Employed,1
58,Female,5713.936667,5,1021.154167,Unemployed,1
57,Female,2173.6325,4,259.0141667,Employed,1
49,Male,3417.4475,9,1273.946667,Self-Employed,1
29,Male,4173.221667,8,20.42666667,Employed,1
41,Male,4225.3925,7,2292.5825,Employed,1
47,Male,3604.085,7,0,Employed,1
27,Female,4945.229167,5,1690.381667,Employed,1
38,Male,2832.140833,9,0,Self-Employed,1
44,Female,3988.6925,7,1399.751667,Employed,1
50,Female,4317.035833,7,3036.148333,Employed,1
47,Male,4809.715,9,1967.206667,Self-Employed,1
18,Female,5056.185,3,947.0883333,Employed,1
29,Male,2760.864167,8,1640.664167,Employed,1
41,Female,2249.024167,2,1681.680833,Employed,1
39,Female,5763.7625,4,2060.525,Self-Employed,1
43,Male,4582.059167,3,527.6183333,Employed,1
47,Male,3231.058333,10,2160.4725,Employed,1
35,Male,6105.606667,9,0,Employed,1
45,Male,4311.26,7,1141.7625,Unemployed,1
36,Female,5640.788333,7,1259.771667,Employed,1
59,Female,4251.065,6,2194.439167,Employed,1
31,Male,6742.601667,10,1685.525833,Employed,1
67,Female,6360.8425,5,495.3641667,Unemployed,1
40,Male,3855.461667,4,845.8391667,Self-Employed,1
59,Female,5381.13,2,1832.233333,Unemployed,1
36,Female,4973.386667,8,1600.7775,Employed,1
32,Female,5877.455833,7,1184.063333,Employed,1
27,Male,2960.5125,4,1265.971667,Employed,1
40,Female,5024.230833,0,2246.806667,Self-Employed,1
47,Male,5489.6975,8,1235.255833,Employed,1
29,Male,1968.2425,0,1593.2575,Employed,1
45,Female,1666.666667,10,480.2641667,Employed,1
18,Male,3829.908333,4,123.4641667,Employed,1
46,Female,5063.594167,2,2319.658333,Employed,1
35,Female,6044.613333,7,1101.130833,Employed,1
55,Male,4259.285,8,1401.468333,Self-Employed,1
69,Female,6202.435833,6,1015.703333,Employed,1
39,Male,2441.54,10,1450.166667,Employed,1
43,Female,4097.231667,5,2335.106667,Employed,1
41,Male,4125.798333,9,486.4775,Employed,1
57,Male,1666.666667,2,707.3716667,Employed,1
47,Female,4055.266667,8,0,Employed,1
29,Female,2536.08,6,992.1825,Employed,1
29,Female,5003.7575,4,2463.919167,Employed,1
50,Female,4624.914167,1,2097.455833,Self-Employed,1
32,Male,2991.816667,9,1482.0725,Self-Employed,1
52,Male,3524.333333,2,1648.083333,Self-Employed,1
50,Male,2842.65,3,1092.595,Employed,1
43,Female,4088.3175,3,1837.299167,Employed,1
52,Female,5360.594167,9,2304.898333,Employed,1
38,Male,2934.509167,7,320.0941667,Employed,1
29,Female,4796.725,8,1916.373333,Employed,1
27,Male,3503.845,3,2443.695833,Employed,1
31,Male,3175.575833,6,1320.75,Unemployed,1
50,Male,4032.878333,6,2250.584167,Employed,1
27,Male,3474.605,9,1579.714167,Self-Employed,1
28,Male,6622.573333,7,1051.619167,Self-Employed,1
45,Male,4026.256667,3,816.9208333,Employed,1
26,Male,3890.455,4,1838.635,Employed,1
44,Female,4934.375,6,2885.163333,Employed,1
42,Female,5113.551667,3,2040.53,Employed,1
35,Male,3503.54,7,2468.3225,Employed,1
53,Male,3446.894167,4,1469.156667,Employed,1
53,Male,2272.6775,3,874.2408333,Self-Employed,1
25,Male,5875.259167,4,1932.100833,Employed,1
20,Female,6222.876667,7,840.2525,Employed,1
21,Female,3855.371667,3,1139.266667,Self-Employed,1
33,Male,4887.3625,1,1824.44,Employed,1
40,Female,4555.729167,4,1914.37,Self-Employed,1
57,Female,8015.2675,9,675.64,Unemployed,1
49,Male,5566.135,6,2544.988333,Employed,1
30,Female,4006.77,7,2143.338333,Self-Employed,1
42,Female,2972.240833,6,1079.393333,Employed,1
49,Male,2158.609167,2,385.3458333,Employed,1
40,Male,4420.995833,4,1545.9125,Employed,1
52,Male,3221.228333,8,1295.046667,Employed,1
25,Male,3358.450833,3,1364.069167,Employed,1
18,Male,2814.731667,3,0,Employed,1
52,Female,6275.593333,4,1343.044167,Employed,1
39,Male,5268.716667,10,1411.984167,Self-Employed,1
44,Female,6016.596667,5,1084.833333,Self-Employed,1
19,Female,3090.061667,10,73.6325,Employed,1
56,Male,6070.571667,1,2759.305833,Employed,1
42,Male,4840.304167,4,1479.734167,Employed,1
47,Male,3928.743333,7,1733.1675,Employed,1
34,Male,2438.166667,4,1343.865,Self-Employed,1
43,Male,5324.388333,4,751.15,Employed,1
46,Female,6553.4375,3,2850.42,Employed,1
51,Male,2418.4575,2,1572.099167,Employed,1
29,Female,4870.378333,5,1851.298333,Self-Employed,1
30,Male,3557.76,3,806.7041667,Self-Employed,1
47,Male,3426.174167,7,2162.909167,Employed,1
53,Female,3086.678333,10,1175.0875,Unemployed,1
25,Female,4227.318333,6,1556.525833,Employed,1
55,Male,3127.979167,1,1726.899167,Employed,1
42,Male,4504.7375,1,416.4816667,Unemployed,1
25,Male,4103.869167,10,1017.635833,Employed,1
32,Female,3032.2125,1,2405.159167,Employed,1
28,Female,3445.7025,6,1614.466667,Employed,1
31,Male,5110.905833,6,1869.269167,Unemployed,1
32,Female,4792.813333,7,1421.464167,Employed,1
27,Female,4290.831667,0,1499.705833,Employed,1
38,Female,5105.900833,10,1859.868333,Employed,1
21,Male,4845.866667,7,1018.8575,Employed,1
56,Female,4879.915,6,391.2825,Employed,1
55,Male,1910.564167,3,1356.103333,Employed,1
22,Female,4226.7725,9,91.65833333,Employed,1
59,Male,4491.32,10,1287.670833,Employed,1
64,Male,4964.9075,2,1160.295,Unemployed,1
53,Male,2089.766667,9,1552.240833,Employed,1
37,Male,4084.066667,7,2464.826667,Self-Employed,1
46,Female,2652.896667,9,1839.669167,Employed,1
59,Male,3351.871667,2,1923.064167,Employed,1
55,Female,4225.915,6,753.7341667,Employed,1
40,Male,3091.15,7,932.705,Employed,1
26,Male,5424.5325,4,1053.999167,Self-Employed,1
57,Female,5211.281667,6,1464.115833,Unemployed,1
53,Female,2754.533333,3,1668.573333,Self-Employed,1
45,Male,4828.921667,5,2558.6375,Employed,1
33,Female,5968.6275,10,2726.576667,Employed,1
38,Female,1666.666667,4,1574.3225,Employed,1
51,Female,3170.5475,8,1343.130833,Unemployed,1
32,Female,4888.006667,2,1620.066667,Employed,1
52,Male,3912.86,7,1948.298333,Employed,1
55,Female,4630.599167,10,2409.42,Employed,1
59,Female,3411.685,1,1670.191667,Employed,1
27,Female,4274.904167,0,2182.405,Employed,1
47,Male,5626.394167,1,1984.425,Employed,1
36,Male,4484.6925,8,1926.3775,Employed,1
43,Male,4588.67,9,400.9075,Employed,1
34,Male,3651.820833,4,0,Employed,1
40,Female,3557.159167,3,1990.313333,Employed,1
35,Male,3625.969167,4,1587.646667,Employed,1
45,Male,4659.731667,7,1237.680833,Employed,1
57,Male,3640.435833,0,1869.608333,Employed,1
48,Female,4528.885,6,1616.33,Employed,1
59,Female,6760.9175,6,2606.483333,Employed,1
31,Female,5255.5725,6,1738.425833,Employed,1
44,Female,3759.1375,2,1044.230833,Employed,1
41,Female,5668.184167,7,2491.805,Employed,1
50,Female,3656.5725,1,1485.724167,Self-Employed,1
55,Male,2906.559167,9,1268.824167,Self-Employed,1
35,Male,3727.275,0,1736.806667,Employed,1
56,Male,4189.69,3,1677.3575,Employed,1
55,Female,6262.213333,2,2066.5225,Employed,1
33,Male,4575.325833,3,1442.795,Employed,1
46,Female,3892.790833,3,136.3666667,Employed,1
22,Female,5203.423333,1,1306.021667,Self-Employed,1
42,Female,4461.185,7,1418.853333,Employed,1
39,Male,5130.248333,6,1461.3475,Employed,1
41,Female,5596.359167,1,1073.355833,Employed,1
32,Female,4589.7875,10,380.9975,Self-Employed,1
32,Female,3647.556667,8,1532.8075,Employed,1
56,Male,4957.644167,8,1263.188333,Self-Employed,1
51,Female,7005.0325,8,861.4616667,Employed,1
48,Male,4393.999167,9,1520.518333,Self-Employed,1
35,Female,4476.9425,5,2076.255,Employed,1
30,Female,3592.465833,2,1658.925833,Employed,1
43,Male,3104.360833,6,1922.484167,Employed,1
54,Male,3096.561667,7,1380.934167,Unemployed,1
39,Male,4256.124167,5,1898.624167,Employed,1
34,Female,3569.595,1,1242.3225,Employed,1
40,Male,4765.391667,4,961.3666667,Unemployed,1
28,Male,4583.744167,9,1179.243333,Employed,1
55,Female,5463.591667,6,1267.700833,Employed,1
27,Male,3529.145833,5,1966.23,Employed,1
36,Female,2943.211667,4,1069.964167,Self-Employed,1
57,Male,3611.3,9,1319.479167,Self-Employed,1
30,Male,4638.2925,7,1614.064167,Employed,1
54,Male,5112.9025,8,1996.499167,Employed,1
19,Female,5861.214167,3,0,Self-Employed,1
66,Female,4683.46,7,0,Employed,1
41,Female,6512.661667,4,1253.435,Employed,1
63,Male,2610.848333,7,361.96,Employed,1
34,Female,1943.266667,9,0,Employed,1
26,Female,6036.721667,1,2142.649167,Employed,1
43,Male,4984.623333,8,1869.714167,Employed,1
41,Female,4097.185833,3,758.16,Employed,1
39,Female,4516.6275,4,845.3833333,Unemployed,1
26,Female,2759.805,0,858.5466667,Self-Employed,1
28,Male,7223.856667,3,1758.779167,Employed,1
50,Female,4328.193333,5,1144.7375,Employed,1
30,Male,4303.41,1,2078.386667,Employed,1
52,Male,5073.875,5,0,Employed,1
47,Female,4767.928333,9,952.6233333,Employed,1
26,Female,4446.521667,1,728.2883333,Self-Employed,1
36,Male,3178.573333,8,1453.049167,Employed,1
53,Female,4756.0025,4,1218.293333,Self-Employed,1
46,Female,6519.1975,7,2331.536667,Employed,1
66,Male,5848.441667,3,117.2191667,Employed,1
55,Male,6158.15,2,1704.575833,Employed,1
42,Male,3527.646667,2,2131.946667,Employed,1
50,Male,4009.433333,2,1265.195,Unemployed,1
40,Male,4236.3225,7,1937.049167,Employed,1
49,Male,5534.405833,9,163.4475,Unemployed,1
26,Female,2051.085833,8,0,Employed,1
41,Male,6078.604167,7,2370.645,Unemployed,1
28,Female,3969.156667,1,1662.033333,Employed,1
44,Female,2901.535833,3,522.1641667,Employed,1
55,Male,2547.818333,4,1673.796667,Employed,1
28,Male,3746.935833,8,357.5991667,Unemployed,1
27,Male,6252.943333,8,2796.310833,Employed,1
26,Male,3842.1775,3,1157.618333,Employed,1
43,Male,2287.738333,9,2087.069167,Employed,1
47,Female,3859.4875,10,364.1383333,Employed,1
35,Male,3825.7625,3,683.7833333,Self-Employed,1
58,Female,4098.798333,5,1377.248333,Employed,1
44,Female,3877.998333,9,2877.729167,Unemployed,1
53,Female,5036.925,9,1601.474167,Employed,1
41,Male,6477.861667,1,131.7516667,Employed,1
45,Male,5574.873333,4,2410.056667,Employed,1
39,Female,3830.555833,6,1175.09,Employed,1
50,Female,2783.509167,5,2248.9075,Employed,1
33,Male,7383.366667,2,1687.675833,Self-Employed,1
57,Male,4240.69,9,380.735,Employed,1
39,Female,4184.078333,7,1803.579167,Employed,1
50,Female,4414.2725,9,2077.488333,Employed,1
31,Female,3986.215833,8,1618.735,Self-Employed,1
31,Male,3449.589167,4,2562.785833,Employed,1
53,Male,4125.725,2,1841.278333,Employed,1
50,Female,3487.385833,7,756.9791667,Employed,1
50,Male,3275.609167,2,1861.54,Employed,1
54,Male,4299.704167,7,2529.535833,Employed,1
49,Male,3847.945,2,969.9483333,Employed,1
40,Male,6046.6575,1,2853.746667,Self-Employed,1
25,Female,5531.05,0,926.8583333,Self-Employed,1
49,Male,5724.273333,7,2498.026667,Self-Employed,1
36,Female,1666.666667,7,1427.671667,Employed,1
59,Male,3702.365833,2,1423.534167,Employed,1
46,Male,3194.395833,0,2077.966667,Self-Employed,1
25,Male,6357.005,9,3.723333333,Employed,1
50,Male,5336.265,2,732.2966667,Employed,1
36,Female,5756.110833,4,2441.175,Employed,1
57,Female,2755.351667,2,1230.224167,Self-Employed,1
55,Female,3511.016667,5,534.5216667,Employed,1
46,Female,4778.385,6,766.8866667,Self-Employed,1
21,Female,2639.006667,3,0,Employed,1
48,Male,5057.915,1,1582.265833,Employed,1
51,Male,3866.26,4,1167.968333,Employed,1
67,Male,3698.140833,2,861.1766667,Employed,1
44,Female,5055.366667,2,1609.8975,Employed,1
52,Female,5615.829167,6,406.7641667,Employed,1
50,Female,4936.585833,4,2477.585,Employed,1
41,Female,4908.043333,5,1017.4225,Self-Employed,1
55,Female,3779.733333,7,1836.03,Employed,1
48,Female,4574.333333,7,1285.305833,Unemployed,1
39,Female,5321.700833,5,2924.275833,Employed,1
55,Male,3513.2625,9,2090.506667,Employed,1
30,Female,5477.928333,6,1308.075833,Employed,1
53,Male,3286.236667,5,429.9525,Employed,1
28,Male,2406.09,1,1492.943333,Employed,1
64,Female,4924.179167,1,394.0266667,Employed,1
30,Male,2566.13,3,787.4258333,Self-Employed,1
19,Male,6360.159167,1,1771.89,Employed,1
73,Female,6287.2375,2,1006.230833,Employed,1
36,Female,4430.438333,4,1313.6675,Employed,1
33,Male,4045.775,9,528.6525,Employed,1
29,Female,3485.5175,2,854.8983333,Employed,1
38,Male,4665.586667,5,2252.856667,Employed,1
39,Male,4119.623333,4,577.1916667,Unemployed,1
47,Male,5545.794167,0,335.1066667,Employed,1
26,Male,4309.450833,8,1141.645833,Employed,1
33,Female,3712.151667,5,1502.565,Self-Employed,1
26,Male,4095.485,6,1279.515833,Self-Employed,1
40,Male,2028.955833,7,211.9108333,Employed,1
28,Male,5095.746667,0,1986.195833,Employed,1
42,Female,4380.248333,7,1325.576667,Employed,1
33,Male,3936.6875,5,2504.9375,Employed,1
35,Male,4189.709167,8,727.0866667,Employed,1
30,Female,4601.144167,8,2606.590833,Employed,1
40,Female,3491.966667,8,1795.411667,Employed,1
28,Male,3193.785833,5,1386.205833,Unemployed,1
36,Male,4411.473333,3,1650.105,Unemployed,1
39,Female,2943.700833,8,1577.279167,Employed,1
52,Male,4676.9825,5,2683.569167,Employed,1
51,Male,2038.4375,2,769.4341667,Employed,1
18,Female,5453.110833,9,1031.234167,Employed,1
37,Male,4757.413333,9,2530.2525,Self-Employed,1
29,Male,4486.704167,5,1170.3875,Employed,1
53,Female,5395.03,1,2417.110833,Self-Employed,1
59,Male,6248.51,4,3082.863333,Unemployed,1
48,Male,5434.629167,8,1331.8375,Employed,1
29,Female,2567.195833,2,705.2566667,Employed,1
25,Male,4199.280833,9,1832.853333,Employed,1
45,Female,4813.740833,4,2060.865,Employed,1
21,Male,4400.125,10,282.4308333,Employed,1
46,Male,3222.438333,1,2086.043333,Employed,1
56,Male,3402.269167,7,0,Employed,1
52,Male,2408.34,1,1402.208333,Employed,1
45,Female,3012.625,4,2450.985,Employed,1
44,Male,2477.060833,8,1826.581667,Self-Employed,1
50,Male,2979.918333,6,1121.751667,Employed,1
18,Male,7457.144167,3,1689.4275,Employed,1
59,Female,4783.314167,2,1627.190833,Self-Employed,1
23,Male,4397.711667,4,348.1858333,Employed,1
59,Male,3093.719167,4,883.0008333,Self-Employed,1
20,Female,5042.054167,1,1199.365833,Employed,1
49,Male,3447.119167,4,0,Employed,1
50,Female,4319.179167,5,1706.244167,Employed,1
44,Male,7366.7725,7,1459.106667,Employed,1
48,Male,4046.591667,7,272.5883333,Employed,1
57,Male,5603.258333,7,2003.510833,Self-Employed,1
40,Female,4122.930833,2,1855.861667,Employed,1
46,Female,6380.1675,7,1396.61,Employed,1
25,Male,3382.9575,5,2159.535,Employed,1
59,Male,6432.2275,0,2233.516667,Employed,1
46,Female,5051.356667,8,1922.836667,Employed,1
57,Male,3463.583333,8,979.49,Employed,1
40,Male,4957.176667,6,1897.1675,Employed,1
46,Female,5382.36,1,2662.900833,Employed,1
51,Male,4943.929167,8,1169.475833,Employed,1
27,Male,3257.745,8,1228.640833,Employed,1
48,Female,3857.268333,8,1693.6725,Unemployed,1
41,Female,4073.625,8,1106.261667,Employed,1
27,Male,4942.506667,5,1852.725833,Employed,1
32,Male,4388.793333,1,214.815,Employed,1
47,Male,2497.485833,7,1211.631667,Employed,1
47,Female,4641.914167,6,756.5658333,Self-Employed,1
38,Male,4929.899167,7,1779.448333,Employed,1
34,Female,5517.6425,2,2205.005,Self-Employed,1
26,Female,5209.069167,9,0,Employed,1
31,Male,4740.641667,8,3368.391667,Employed,1
48,Male,4078.959167,9,1912.733333,Employed,1
37,Male,2090.465833,8,1019.584167,Employed,1
26,Male,4703.689167,6,1797.606667,Employed,1
57,Male,4426.276667,7,1813.491667,Employed,1
73,Female,4506.14,9,1110.959167,Employed,1
36,Female,2570.730833,6,1831.5975,Employed,1
38,Female,2815.345833,6,1160.44,Employed,1
57,Male,5483.1075,2,1329.698333,Self-Employed,1
65,Male,4117.2225,5,1094.7675,Employed,1
58,Male,5018.5425,7,472.7741667,Self-Employed,1
29,Female,4202.065,3,1788.196667,Employed,1
58,Male,4203.861667,2,2154.415833,Employed,1
43,Female,5339.521667,3,2095.736667,Employed,1
40,Male,3521.610833,2,2349.9375,Employed,1
